review_id,company,employee_role,employee_detail,review_text,review_date,star_rating,sentiment,annotated,predicted_sentiment
81231667,Amaggi,Analista De Recursos Humanos (RH),"Funcionário(a) atual, menos de um ano","Ótima remuneração, chance de desenvolvimento",2023-10-24,5.0,1,0,1
81231667,Amaggi,Analista De Recursos Humanos (RH),"Funcionário(a) atual, menos de um ano",Era na fazenda longe da cidade,2023-10-24,5.0,-1,0,2
80953226,Amaggi,Auxiliar Administrativo,"Funcionário(a) atual, mais de um ano",Ótima empresa para se trabalhar,2023-10-15,5.0,1,0,1
80953226,Amaggi,Auxiliar Administrativo,"Funcionário(a) atual, mais de um ano",Nenhum ponto negativo contra a empresa,2023-10-15,5.0,0,1,0
80767816,Amaggi,Analista De Operações Financeiras,"Funcionário(a) atual, mais de um ano","Empresa com planos ambiciosos de crescimento, com um ambiente de trabalho que proporciona o crescimento.",2023-10-08,5.0,1,0,1
80767816,Amaggi,Analista De Operações Financeiras,"Funcionário(a) atual, mais de um ano",Falta de opção home office.,2023-10-08,5.0,-1,0,2
80958243,Amaggi,Coordenador Técnico,"Ex-funcionário(a), mais de 3 anos","Vale alimentação, Unimed, prioridade em segurança",2023-10-15,3.0,1,0,1
80958243,Amaggi,Coordenador Técnico,"Ex-funcionário(a), mais de 3 anos","Remuneração abaixo da média, pouca flexibilidade de horário.",2023-10-15,3.0,-1,0,2
79826371,Amaggi,Funcionário confidencial,"Ex-funcionário(a), mais de um ano","Benefícios, pagamento todo penúltimo dia do mês. Banco de horas, Vale alimentação, Plano de Saúde",2023-09-06,4.0,1,0,1
79826371,Amaggi,Funcionário confidencial,"Ex-funcionário(a), mais de um ano","Estrutura organizacional muito complicada. Gestor não sabe motivas. É só gestor, não é um líder.",2023-09-06,4.0,-1,0,2
80241480,Amaggi,Jovem Aprendiz Administrativo,"Funcionário(a) atual, mais de um ano",é uma empresa que dá oportunidades ao colaborador de crescer.,2023-09-20,5.0,1,0,1
80241480,Amaggi,Jovem Aprendiz Administrativo,"Funcionário(a) atual, mais de um ano",o local em porto velho é grande mas cada setor é muito distante um do outro.,2023-09-20,5.0,-1,0,2
80188325,Amaggi,Coordenador,Funcionário(a) atual,"Ótimos benefícios, local onde se aprende muito, todos estão dispostos a ajudar.",2023-09-18,4.0,1,0,1
80188325,Amaggi,Coordenador,Funcionário(a) atual,Falta visão por parte da gestão das fazendas em como reter pessoas e desenvolver colaboradores.,2023-09-18,4.0,-1,0,2
80400151,Amaggi,Coordenador De Sustentabilidade,Ex-funcionário(a),"estrutura, governança suporte, sustentabilidade maior de MT",2023-09-25,4.0,1,0,2
80400151,Amaggi,Coordenador De Sustentabilidade,Ex-funcionário(a),"salário, oportunidades de crescimento conservadora, tradicional, hierarquizada",2023-09-25,4.0,-1,0,2
80420584,Amaggi,Assistente De Processos,Funcionário(a) atual,"Escritório climatizado, equipamentos atuais, ppr, bons beneficios",2023-09-26,4.0,1,0,1
80420584,Amaggi,Assistente De Processos,Funcionário(a) atual,Sem home office Demora de reconhecimento,2023-09-26,4.0,-1,0,2
79530371,Amaggi,Analista De Planejamento E Controle De Manutenção,Ex-funcionário(a),"Segurança sempre priorizada, participação ativa dos gestores, ppr justa, auxílios bons.",2023-08-27,5.0,1,0,1
79530371,Amaggi,Analista De Planejamento E Controle De Manutenção,Ex-funcionário(a),"Clima de competitividade entre algumas unidades, inclusive com alguns setores específicos.",2023-08-27,5.0,-1,0,2
80142822,Amaggi,Supervisor De Pesquisa,"Ex-funcionário(a), mais de um ano","Liberdade para trabalhar, boa infraestrutura, empresa em crescimento.",2023-09-17,4.0,1,0,1
80142822,Amaggi,Supervisor De Pesquisa,"Ex-funcionário(a), mais de um ano","Infraestrutura da cidade próximas as fazendas, ônibus e refeitório.",2023-09-17,4.0,-1,0,1
79964028,Amaggi,Funcionário confidencial,Funcionário(a) atual,Muita segurança e estabilidade no trabalho,2023-09-11,4.0,1,0,1
79964028,Amaggi,Funcionário confidencial,Funcionário(a) atual,Muita carga horaria de trabalho durante a semana,2023-09-11,4.0,-1,0,2
79334324,Amaggi,Assistente Administrativo,Ex-funcionário(a),"Empresa boa para se trabalhar, sempre tem alguém a prontidão. Um ajuda ao outro",2023-08-21,5.0,1,0,1
79334324,Amaggi,Assistente Administrativo,Ex-funcionário(a),Não tem nenhum contra da minha parte,2023-08-21,5.0,0,1,0
79894107,Amaggi,Operador De Colhedora,Funcionário(a) atual,Tratamento super bem de funcionários,2023-09-08,5.0,1,0,1
79894107,Amaggi,Operador De Colhedora,Funcionário(a) atual,Nada contra esta grande empresa,2023-09-08,5.0,0,1,0
79324838,Amaggi,Eletricista De Manutenção,Ex-funcionário(a),Aprendi muito com o grupo,2023-08-21,4.0,1,0,1
79324838,Amaggi,Eletricista De Manutenção,Ex-funcionário(a),Não tenho nada a reclamar,2023-08-21,4.0,0,1,0
78555178,Amaggi,Assistente Administrativo I,Funcionário(a) atual,"Excelente empresa para trabalhar, bons benefícios, salários pagos pontualmente.",2023-07-25,5.0,1,0,1
78555178,Amaggi,Assistente Administrativo I,Funcionário(a) atual,Em algumas unidades a administração local bloqueia muito as promoções dos colaboradores.,2023-07-25,5.0,-1,0,2
79464842,Amaggi,Funcionário confidencial,Funcionário(a) atual,"Bom relacionamento, salário compatível, respeito entre os colaboradores.",2023-08-24,5.0,1,0,1
79464842,Amaggi,Funcionário confidencial,Funcionário(a) atual,"Muitas demandas, se deixar trabalha até domingo.",2023-08-24,5.0,-1,0,2
79287340,Amaggi,Assistente Técnico Comercial (ATC),"Funcionário(a) atual, mais de um ano","Crescimento rápido, boas condições de trabalho.",2023-08-19,5.0,1,0,1
79287340,Amaggi,Assistente Técnico Comercial (ATC),"Funcionário(a) atual, mais de um ano",Algumas filiais distantes da cidade.,2023-08-19,5.0,-1,0,2
79132683,Amaggi,Motorista E,Funcionário(a) atual,"Boa de trabalhar, da oportunidades!",2023-08-14,5.0,1,0,1
79132683,Amaggi,Motorista E,Funcionário(a) atual,Precisa melhorar na média salarial,2023-08-14,5.0,-1,0,2
78941085,Amaggi,Técnico De Campo,Ex-funcionário(a),"Boa empresa, ótimos alojamento fim",2023-08-07,4.0,1,0,1
78941085,Amaggi,Técnico De Campo,Ex-funcionário(a),"Longe de tudo, cidade cara",2023-08-07,4.0,-1,0,2
78205800,Amaggi,Analista De Planejamento Logístico Pleno,"Funcionário(a) atual, mais de um ano",Lugar muito bom para se trabalhar. Pessoas imcriveiy,2023-07-12,4.0,1,0,1
78205800,Amaggi,Analista De Planejamento Logístico Pleno,"Funcionário(a) atual, mais de um ano",O dissídio não cobrou nem a inflação sendo que os lucros bateram recordes,2023-07-12,4.0,-1,0,2
78035609,Amaggi,Cza marítimo,"Ex-funcionário(a), menos de um ano",Empresa muito boa ......uma mãe pra muita gente....uma das melhores,2023-07-07,5.0,1,0,1
78035609,Amaggi,Cza marítimo,"Ex-funcionário(a), menos de um ano",As vezes tem algumas injustiças ...por conta de fofoca...,2023-07-07,5.0,-1,0,2
76772632,Amaggi,Gerente,"Funcionário(a) atual, mais de 10 anos","Amaggi proporciona o crescimento profissional e pessoal, os profissionais que trabalham ou trabalharam na Amaggi são reconhecidos pelo mercado como extremamente qualificados e habilitados para qualquer desafios.",2023-05-25,5.0,1,0,1
76772632,Amaggi,Gerente,"Funcionário(a) atual, mais de 10 anos","Como uma empresa de grande porte, por vezes parece não existir oportunidades, porém o responsável pelo seu crescimento em qualquer ambiente sou eu mesmo.",2023-05-25,5.0,0,1,0
78459665,Amaggi,Coordenador Técnico,"Ex-funcionário(a), mais de 3 anos","Boa para trabalhar, boa perspectiva de crescimento",2023-07-21,4.0,1,0,1
78459665,Amaggi,Coordenador Técnico,"Ex-funcionário(a), mais de 3 anos","Gestão centralizada, tomada de desicoes precipitadas",2023-07-21,4.0,-1,0,2
74499693,Amaggi,Analista Senior de Produto,"Funcionário(a) atual, mais de um ano","Grandes oportunidades de aprendizado, empresa ainda muito manual e com processos tecnicamente novos.",2023-03-14,3.0,1,0,1
74499693,Amaggi,Analista Senior de Produto,"Funcionário(a) atual, mais de um ano","Disparidade salarial, PPR abaixo do mercado, parte de benefícios mediana, empresa muito conservadora, falar sobre trabalho híbrido ainda é sensível aqui dentro , empresa forma/forja muitos profissionais para o mercado, retenção de pessoas qualificadas aqui dentro é baixa, é comum ver bons profissionais com 3/5 anos de empresa sair por falta de reconhecimento e/ou para ganhar 2/3 a+.",2023-03-14,3.0,-1,0,2
78320713,Amaggi,Analista,Funcionário(a) atual,Ótima oportunidade de desenvolvimento .,2023-07-17,5.0,1,0,1
78320713,Amaggi,Analista,Funcionário(a) atual,não tem plano de carreira pre estabelecido.,2023-07-17,5.0,-1,0,2
77967436,Amaggi,Analista De Sistemas,"Funcionário(a) atual, mais de 8 anos",Salario compatível ao do mercado.,2023-07-05,3.0,1,0,1
77967436,Amaggi,Analista De Sistemas,"Funcionário(a) atual, mais de 8 anos",Falta de plano de carreira para os funcionários.,2023-07-05,3.0,-1,0,2
78338191,Amaggi,Assistente,"Funcionário(a) atual, mais de 3 anos",Bons beneficios e plano de carreira,2023-07-17,5.0,1,0,1
78338191,Amaggi,Assistente,"Funcionário(a) atual, mais de 3 anos",nada a declarar como negativo,2023-07-17,5.0,0,1,0
77689674,Amaggi,MFC,"Ex-funcionário(a), mais de 3 anos","Otimos beneficios, possibilidade de crescimento na carreira",2023-06-25,5.0,1,0,1
77689674,Amaggi,MFC,"Ex-funcionário(a), mais de 3 anos",gestão local complicada politicas locais não ajudam a classe maritima,2023-06-25,5.0,-1,0,2
77599165,Amaggi,Analista Pleno,"Ex-funcionário(a), mais de um ano","Salario, reconhecimento, liberdade, autonomia e apoio",2023-06-21,4.0,1,0,1
77599165,Amaggi,Analista Pleno,"Ex-funcionário(a), mais de um ano",Ppr não condiz com faturamento da empresa,2023-06-21,4.0,-1,0,2
77047500,Amaggi,Analista,"Funcionário(a) atual, mais de um ano","Empresa em si é excelente, bom pacote de beneficios, boa remuneração em algumas areas.",2023-06-03,5.0,1,0,1
77047500,Amaggi,Analista,"Funcionário(a) atual, mais de um ano","Gestores despreparados, com vies tecnico e não voltado para pessoas.",2023-06-03,5.0,-1,0,2
77438769,Amaggi,Coordenador De Suprimentos,Ex-funcionário(a),Ambiente agradável e oportunidades de crescimento.,2023-06-16,5.0,1,0,1
77438769,Amaggi,Coordenador De Suprimentos,Ex-funcionário(a),Remuneração em desacordo com o oferecido pelo mercado.,2023-06-16,5.0,-1,0,2
76823317,Amaggi,Supervisor/Coordenador,"Ex-funcionário(a), mais de 10 anos",Capacidade financeira Empreendedorismo Investimento em tecologia,2023-05-26,2.0,1,0,1
76823317,Amaggi,Supervisor/Coordenador,"Ex-funcionário(a), mais de 10 anos","Cultura organizacional, discurso diferente da pratica, valores organizacionais não são exercitados pelos seus diretores e nem pelo CEO Remuneração variável com processo altamente questionável",2023-05-26,2.0,-1,0,2
76162474,Amaggi,Funcionário confidencial,"Funcionário(a) atual, menos de um ano","Uma empresa que abre muitas oportunidades para crescimento, fornece benefícios, tem um modelo de gestão compartilhada bem interessante e uma cultura de repasse de conhecimento.",2023-05-05,4.0,1,0,1
76162474,Amaggi,Funcionário confidencial,"Funcionário(a) atual, menos de um ano","Pelo setor e região, priva um pouco a vida social, por ter que morar em fazendas distantes da cidade.",2023-05-05,4.0,-1,0,2
77099172,Amaggi,Analista Sênior,"Ex-funcionário(a), mais de um ano","Oportunidade de desenvolvimento profissional, oportunidade de carreira.",2023-06-05,5.0,1,0,1
77099172,Amaggi,Analista Sênior,"Ex-funcionário(a), mais de um ano",Benefícios não são atrativos. Sem mais pontos contra.,2023-06-05,5.0,-1,0,2
77224369,Amaggi,Assistente De Benefícios,"Ex-funcionário(a), menos de um ano",Salários e benefícios valem muito a pena,2023-06-09,5.0,1,0,1
77224369,Amaggi,Assistente De Benefícios,"Ex-funcionário(a), menos de um ano","Não tem contras, é uma empresa ótima",2023-06-09,5.0,0,1,1
77257190,Amaggi,Jovem Aprendiz Administrativo,Funcionário(a) atual,"Valoriza o colaborador, ótimos benefícios",2023-06-10,5.0,1,0,1
77257190,Amaggi,Jovem Aprendiz Administrativo,Funcionário(a) atual,Ser conservadora em algumas decisões,2023-06-10,5.0,-1,0,2
76698581,Amaggi,Funcionário confidencial,Funcionário(a) atual,Trabalhar sobre pressão e em ambiente dinâmico,2023-05-23,3.0,-1,1,2
76698581,Amaggi,Funcionário confidencial,Funcionário(a) atual,"Não bate ponto, muitas vezes trabalhando entre 60 e 70 horas semanais. Não tem feriado e nem remuneração a mais.",2023-05-23,3.0,-1,0,2
76722045,Amaggi,Analista,"Funcionário(a) atual, mais de 8 anos","Bons Benefícios, Bom Salário inicial, Reconhecimento.",2023-05-23,5.0,1,0,1
76722045,Amaggi,Analista,"Funcionário(a) atual, mais de 8 anos","Horários não maleáveis, correção salarial não se equipara a inflação",2023-05-23,5.0,-1,0,2
75937223,Amaggi,Classificador De Grãos,Funcionário(a) atual,Dando curso de aperfeiçoamento para o colaborador.,2023-04-28,5.0,1,0,1
75937223,Amaggi,Classificador De Grãos,Funcionário(a) atual,Valorizar o funcionário para que ele possa trabalhar melhor.,2023-04-28,5.0,-1,0,2
76445423,Amaggi,Assistente Técnico De Lavoura,"Ex-funcionário(a), mais de um ano",Presta muito treinamento aos colaboradores,2023-05-15,5.0,1,0,1
76445423,Amaggi,Assistente Técnico De Lavoura,"Ex-funcionário(a), mais de um ano",Deveria ter mais rotação entre outros serviços ligados a função,2023-05-15,5.0,-1,0,2
76260187,Amaggi,Analista Jurídico Pleno,"Funcionário(a) atual, menos de um ano","Boa empresa, ambiente bom e alguns benefícios",2023-05-09,4.0,1,0,1
76260187,Amaggi,Analista Jurídico Pleno,"Funcionário(a) atual, menos de um ano","Poucos benefícios comparado a outras empresas, não tem estacionamento, carga horária elevada",2023-05-09,4.0,-1,0,2
76515009,Amaggi,Analista Socioambiental,"Funcionário(a) atual, mais de um ano",Salário e Benefícios Ambiente de Trabalho,2023-05-17,4.0,1,0,1
76515009,Amaggi,Analista Socioambiental,"Funcionário(a) atual, mais de um ano",Não há o que declarar.,2023-05-17,4.0,0,1,0
76385207,Amaggi,Classificador De Produtos Agrícolas,Ex-funcionário(a),Empresa muito boa de trabalhar,2023-05-12,4.0,1,0,1
76385207,Amaggi,Classificador De Produtos Agrícolas,Ex-funcionário(a),Nada ha declarar sobre a Amaggi,2023-05-12,4.0,0,1,0
76084704,Amaggi,Assistente Técnico de Vendas - ATV,Ex-funcionário(a),A segurança vem em primeiro lugar,2023-05-03,5.0,1,0,1
76084704,Amaggi,Assistente Técnico de Vendas - ATV,Ex-funcionário(a),Melhora no salário do assistente técnico de campo,2023-05-03,5.0,-1,0,2
76235635,Amaggi,Motorista Carreteiro,Ex-funcionário(a),Contratando funcionários e dando muitas oportunidades,2023-05-08,3.0,1,0,1
76235635,Amaggi,Motorista Carreteiro,Ex-funcionário(a),O tratamento com os motoristas,2023-05-08,3.0,-1,0,2
76158989,Amaggi,Operador De Máquinas Agrícolas,"Ex-funcionário(a), mais de um ano","Ótima empresa, muitas oportunidades, muitas qualificação.",2023-05-05,5.0,1,0,1
76158989,Amaggi,Operador De Máquinas Agrícolas,"Ex-funcionário(a), mais de um ano",Salário não é dos melhores,2023-05-05,5.0,-1,0,2
76083665,Amaggi,Sales Management Trainee,Funcionário(a) atual,"beneficios,vale alimentação, alimentação local,plano de saúde",2023-05-03,5.0,1,0,1
76083665,Amaggi,Sales Management Trainee,Funcionário(a) atual,"alojamento, as vezes longe da cidade,",2023-05-03,5.0,-1,0,2
75947796,Amaggi,Auxiliar De Almoxarifado,Funcionário(a) atual,Paga no dia certinho. Vale alimentação muito bom.,2023-04-28,5.0,1,0,1
75947796,Amaggi,Auxiliar De Almoxarifado,Funcionário(a) atual,Não vejo um contra. Empresa boa.,2023-04-28,5.0,1,1,1
75779113,Amaggi,Assistente Jurídico,"Funcionário(a) atual, mais de 5 anos",-PPR razoável -Plano de saúde com coparticipação alta -Ótima infraestrutura,2023-04-24,3.0,1,0,1
75779113,Amaggi,Assistente Jurídico,"Funcionário(a) atual, mais de 5 anos","-Cargos estagnados, dificil para promoção",2023-04-24,3.0,-1,0,2
75482821,Amaggi,Mantenedor Mecânico,Funcionário(a) atual,"otimos beneficios, plano de carreira e oportunidades",2023-04-13,5.0,1,0,1
75482821,Amaggi,Mantenedor Mecânico,Funcionário(a) atual,nao vi contras nesse anos em que trabalho aqui,2023-04-13,5.0,0,1,0
75724853,Amaggi,Motorista Carreteiro,"Funcionário(a) atual, mais de 8 anos","Ótima, empresa responsável,competência, benéficos excelente, conforto",2023-04-21,5.0,1,0,1
75724853,Amaggi,Motorista Carreteiro,"Funcionário(a) atual, mais de 8 anos",Nada contra nenhuma reclamação nenhum problema contra,2023-04-21,5.0,0,1,0
71682465,Amaggi,Funcionário confidencial,"Funcionário(a) atual, mais de 3 anos",Benefícios bons e excelente para esquentar carteira.,2022-12-07,2.0,1,0,1
71682465,Amaggi,Funcionário confidencial,"Funcionário(a) atual, mais de 3 anos","Gestão está cada dia menos preparada, as pessoas estão pedindo conta aos montes por stress e a gestão das fazendas e regionais não faz nada para mudar o cenário. As pessoas que realmente fazem acontecer estão literalmente sobrecarregadas.",2022-12-07,2.0,-1,0,2
71517106,Amaggi,Funcionário confidencial,"Funcionário(a) atual, menos de um ano","Para quem corre atrás, se capacita, se especializa e ama o que faz, é uma empresa repleta de oportunidade e valorização profissional. Salário ótimo no meu caso. A Amaggi cuida muito bem de seus colaboradores.",2022-11-30,5.0,1,0,1
71517106,Amaggi,Funcionário confidencial,"Funcionário(a) atual, menos de um ano","Manter o título de um empresa segura, com uma ótima gestão de pessoas e assegurar um padrão, as vezes requer um sacrifício. O sacrifício é que fica uma empresa com muito procedimento que pode por acabar desanimando e engessando o colaborador.",2022-11-30,5.0,-1,0,2
74379474,Amaggi,Mecânico de Máquinas Pesadas Sênior,Funcionário(a) atual,Credibilidade e confiança nas entregas,2023-03-10,3.0,1,0,1
74379474,Amaggi,Mecânico de Máquinas Pesadas Sênior,Funcionário(a) atual,Plano de carreira manutenção mecânica de máquinas e equipamentos,2023-03-10,3.0,-1,0,2
75097234,Amaggi,Funcionário confidencial,"Funcionário(a) atual, menos de um ano",Empresa Muito boa para subir de carreira,2023-04-01,5.0,1,0,1
75097234,Amaggi,Funcionário confidencial,"Funcionário(a) atual, menos de um ano","Não tem contras, empresa de respeito",2023-04-01,5.0,1,1,1
74859163,Amaggi,RTC,"Funcionário(a) atual, menos de um ano",Empresa que te oferece muita liberdade de trabalho.,2023-03-24,5.0,1,0,1
74859163,Amaggi,RTC,"Funcionário(a) atual, menos de um ano",Não existe contras a serem falados.,2023-03-24,5.0,0,1,0
74088505,Amaggi,Representante Técnico Comercial Sênior,Funcionário(a) atual,Chance de crescimento interno; boa remuneração nos cargos iniciais; plano de saúde; ambiente bom de se trabalhar.,2023-03-01,5.0,1,0,1
74088505,Amaggi,Representante Técnico Comercial Sênior,Funcionário(a) atual,Remuneração baixa nos cargos mais altos.,2023-03-01,5.0,-1,0,2
74683441,Amaggi,Operador De Produção I,Funcionário(a) atual,Otimos beneficios que visam o cresciento profissional,2023-03-20,4.0,1,0,1
74683441,Amaggi,Operador De Produção I,Funcionário(a) atual,Desvalorização da cidade em si,2023-03-20,4.0,-1,0,2
71356853,Amaggi,Analista De Suprimentos,Ex-funcionário(a),"Estabilidade, boa infraestrutura, bom ambiente de trabalho",2022-11-24,3.0,1,0,1
71356853,Amaggi,Analista De Suprimentos,Ex-funcionário(a),"Empresa engessada, processos pouco atualizados, ausência de um plano de carreira, estrutura do RH muito obsoleta para uma multinacional",2022-11-24,3.0,-1,0,2
73923511,Amaggi,Assistente Administrativo,"Ex-funcionário(a), menos de um ano",Benefícios e PPR são as melhores coisas,2023-02-23,5.0,1,0,1
73923511,Amaggi,Assistente Administrativo,"Ex-funcionário(a), menos de um ano",Difícil ter oportunidades de crescimento,2023-02-23,5.0,-1,0,2
72035430,Amaggi,Analista RH E Desenvolvimento De Pessoas,"Funcionário(a) atual, mais de um ano","Empresa valoriza pessoas, da oportunidade para crescer e se desenvolver. Possui uma boa estrutura de treinamentos acessível a todos. Investe em desenvolvimento pensando nas competências e performance. Excelente empresa para trabalhar e construir um futuro!",2022-12-21,5.0,1,0,1
72035430,Amaggi,Analista RH E Desenvolvimento De Pessoas,"Funcionário(a) atual, mais de um ano","Como o custo de vida na região é alto, a remuneração é uma oportunidade de melhoria.",2022-12-21,5.0,-1,0,2
72503250,Amaggi,Analista Pleno,"Funcionário(a) atual, mais de um ano",Remuneração é justa! Não tenho o que reclamar,2023-01-10,5.0,1,0,0
72503250,Amaggi,Analista Pleno,"Funcionário(a) atual, mais de um ano",Pra subir de cargo muito falam que esperaram anos !,2023-01-10,5.0,-1,0,2
73767414,Amaggi,Analista de Infraestrutura e Suporte,Funcionário(a) atual,"Dá oportunidade de crescimento, de desenvolvimento, mudança de função.",2023-02-19,4.0,1,0,1
73767414,Amaggi,Analista de Infraestrutura e Suporte,Funcionário(a) atual,Para quem mora em outra cidade ou estado precisa mora em alojamentos.,2023-02-19,4.0,-1,0,2
73956392,Amaggi,Engenheiro Agrícola,Funcionário(a) atual,Empresa com ambiente enriquecedor e desenvolvimento profissional.,2023-02-24,5.0,1,0,1
73956392,Amaggi,Engenheiro Agrícola,Funcionário(a) atual,Localização de algumas fazendas de difícil acesso,2023-02-24,5.0,-1,0,2
73488936,Amaggi,Almoxarifado,Funcionário(a) atual,Ótimas oportunidades para subir de carteira e engajamento no desenvolvimento profissional dos colaboradores.,2023-02-09,5.0,1,0,1
73488936,Amaggi,Almoxarifado,Funcionário(a) atual,Plano de saúde podia melhorar.,2023-02-09,5.0,-1,0,2
73959312,Amaggi,Auxiliar De Produção,"Ex-funcionário(a), menos de um ano",Alimentação Transporte plano de saúde Odontológico,2023-02-24,5.0,1,0,1
73959312,Amaggi,Auxiliar De Produção,"Ex-funcionário(a), menos de um ano",Não tem contra ótima empresa,2023-02-24,5.0,0,1,0
73792775,Amaggi,Operador De Monitoramento,"Funcionário(a) atual, mais de 10 anos","Excelente empresa, pessoas excepcionais, nota mil",2023-02-20,5.0,1,0,1
73792775,Amaggi,Operador De Monitoramento,"Funcionário(a) atual, mais de 10 anos","Nenhum contra, excelente local para trabalhar",2023-02-20,5.0,1,1,1
73522310,Amaggi,Analista Júnior,"Funcionário(a) atual, mais de um ano",Empresa referencia no mercado. Empresa consolidada.,2023-02-10,4.0,1,0,1
73522310,Amaggi,Analista Júnior,"Funcionário(a) atual, mais de um ano","Gestores despreparados, não há apoio da empresa quando gestores cometem para condutas abusivas.",2023-02-10,4.0,-1,0,2
73591010,Amaggi,Assistente Administrativo,Funcionário(a) atual,Bom salario Bons benefícios Oportunidade crescimento,2023-02-13,4.0,1,0,1
73591010,Amaggi,Assistente Administrativo,Funcionário(a) atual,"Muito exaustivo o trabalho, com carga horaria puxado",2023-02-13,4.0,-1,0,2
72942007,Amaggi,Assistente De PCM,Ex-funcionário(a),"Paga todos benefícios, ajuda com horas extras",2023-01-24,5.0,1,0,1
72942007,Amaggi,Assistente De PCM,Ex-funcionário(a),"Aumentar Bonificação por plantio, a cada safra",2023-01-24,5.0,-1,0,2
72346054,Amaggi,Auxiliar Administrativo,Ex-funcionário(a),"Uma excelente empresa, valorizando seus colaboradores tanto interno quanto externos( prestadores de serviço), buscando sempre qualificar os colaboradores.",2023-01-05,5.0,1,0,1
72346054,Amaggi,Auxiliar Administrativo,Ex-funcionário(a),"Não tenho nada a dizer contra a empresa, eu fui muito feliz em minha passagem por lá.",2023-01-05,5.0,1,1,1
71068613,Amaggi,Analista Sênior,"Ex-funcionário(a), mais de 8 anos",Estabilidade para fazer carreira. Processos bem definidos. Pontualidade com seus compromissos,2022-11-14,2.0,1,0,1
71068613,Amaggi,Analista Sênior,"Ex-funcionário(a), mais de 8 anos",Desenvolvimento pessoal. Programa de Cargos e carreiras sem definição. Gestor da área sem perfil para feedback e desenvolvimento de colaboradores Remuneração com os pares não condizente.,2022-11-14,2.0,-1,0,2
72760028,Amaggi,Classificador De Grãos,"Funcionário(a) atual, menos de um ano","Muitas oportunidade,pessoal bom de si trabalha,",2023-01-18,4.0,1,0,1
72760028,Amaggi,Classificador De Grãos,"Funcionário(a) atual, menos de um ano",Baixo salario.difilcudade em diálogo com gerência trasporte que não da,2023-01-18,4.0,-1,0,2
72834604,Amaggi,Funcionário confidencial,"Ex-funcionário(a), menos de um ano",Pagamento em dia e bons benefícios,2023-01-20,3.0,1,0,1
72834604,Amaggi,Funcionário confidencial,"Ex-funcionário(a), menos de um ano",Horas extensivas de trabalho que não condizem com a remuneração,2023-01-20,3.0,-1,0,2
72384848,Amaggi,Assistente Administrativo,"Ex-funcionário(a), mais de 3 anos",Otima empresa para trabalhar na matriz ou regional recomendo.,2023-01-06,5.0,1,0,1
72384848,Amaggi,Assistente Administrativo,"Ex-funcionário(a), mais de 3 anos","Alguns ""lideres"" tem medo de perder o cargo para quem se destaca.",2023-01-06,5.0,-1,0,2
71669520,Amaggi,Supervisor/Coordenador De Manutenção,Ex-funcionário(a),"Empresa seriamente comprometida,com seus pilares, agregando valores em processos, gestão e segurança.",2022-12-06,5.0,1,0,1
71669520,Amaggi,Supervisor/Coordenador De Manutenção,Ex-funcionário(a),Falta inovar em alguns aspectos e investir mais em talentos.,2022-12-06,5.0,-1,0,2
72077475,Amaggi,Analista Qualidade,Ex-funcionário(a),Empresa possui banco de horas. Flexibilidade de trabalho,2022-12-22,4.0,1,0,1
72077475,Amaggi,Analista Qualidade,Ex-funcionário(a),Cargos de analista não tem definido PPR no contrato de salário. O valor é definido pelo gestor.,2022-12-22,4.0,-1,0,2
73595045,Amaggi,Estágio Superior,"Ex-funcionário(a), menos de um ano",a empresa é muito conhecida no agro,2023-02-13,1.0,1,0,1
73595045,Amaggi,Estágio Superior,"Ex-funcionário(a), menos de um ano",estagio em fazendo distante dos centros,2023-02-13,1.0,-1,0,2
70204910,Amaggi,Assistente De Recursos Humanos,"Ex-funcionário(a), menos de um ano","Empresa oferece excelência nos alojamentos, alimentações com colaboradores",2022-10-16,3.0,1,0,1
70204910,Amaggi,Assistente De Recursos Humanos,"Ex-funcionário(a), menos de um ano","Precisa ter uma estrutura de cargos mais certa, desenvolver as lideranças de algumas unidades para aprender a respeitar os processos internos, precisam achar outra maneira de desenvolvimento humano que não seja PDI.",2022-10-16,3.0,-1,0,2
71752527,Amaggi,Gerente Administrativo,Funcionário(a) atual,"Melhor emprego de todos, melhor grupo",2022-12-09,5.0,1,0,1
71752527,Amaggi,Gerente Administrativo,Funcionário(a) atual,Longe e muita responsabilidade para com o grupo,2022-12-09,5.0,-1,0,2
71176825,Amaggi,Supervisor/Coordenador,"Funcionário(a) atual, mais de 5 anos","Empresa com baixa mudança, o que propociar que tenha colaboradores muito antigos.",2022-11-17,4.0,0,1,2
71176825,Amaggi,Supervisor/Coordenador,"Funcionário(a) atual, mais de 5 anos","Baixa aderência em inovação, salarios baixos para cargos de gestão.",2022-11-17,4.0,-1,0,2
71249651,Amaggi,Assistente Técnico De Lavoura,"Funcionário(a) atual, menos de um ano","Aprendizado, vale alimentação, não tem gasto com moradia",2022-11-20,4.0,1,0,1
71249651,Amaggi,Assistente Técnico De Lavoura,"Funcionário(a) atual, menos de um ano","Alojamento apertado, muitas pessoas no quarto",2022-11-20,4.0,-1,0,2
71421115,Amaggi,Assistente Administrativo,"Funcionário(a) atual, mais de um ano",Benefícios compatíveis com a do mercado.,2022-11-27,3.0,1,0,1
71421115,Amaggi,Assistente Administrativo,"Funcionário(a) atual, mais de um ano",Ambiente de trabalho desfavorável ao crescimento gestão despreraparada,2022-11-27,3.0,-1,0,2
